+5.0000001E-02,+2.5287671E-03
+5.2477341E-02,+2.5467232E-03
+5.5077430E-02,+2.5652656E-03
+5.5955958E-02,+2.5714086E-03
+5.7806343E-02,+2.5840821E-03
+6.0670465E-02,+2.6028485E-03
+6.1911911E-02,+2.6106150E-03
+6.3676499E-02,+2.6212339E-03
+6.6831470E-02,+2.6389076E-03
+6.7867868E-02,+2.6443296E-03
+7.0142753E-02,+2.6555448E-03
+7.3618107E-02,+2.6708336E-03
+7.3823825E-02,+2.6716685E-03
+7.7265650E-02,+2.6844826E-03
+7.9779781E-02,+2.6924871E-03
+8.1093922E-02,+2.6962270E-03
+8.5111871E-02,+2.7058360E-03
+8.5735738E-02,+2.7070888E-03
+8.9328900E-02,+2.7131180E-03
+9.1691695E-02,+2.7160288E-03
+9.3754865E-02,+2.7179271E-03
+9.7647645E-02,+2.7199842E-03
+9.8400123E-02,+2.7201651E-03
+1.0327554E-01,+2.7197863E-03
+1.0360360E-01,+2.7196698E-03
+1.0839251E-01,+2.7167974E-03
+1.0955956E-01,+2.7157874E-03
+1.1376303E-01,+2.7112579E-03
+1.1551552E-01,+2.7089925E-03
+1.1939962E-01,+2.7032783E-03
+1.2147147E-01,+2.6998797E-03
+1.2531550E-01,+2.6930170E-03
+1.2742743E-01,+2.6889758E-03
+1.3152449E-01,+2.6806763E-03
+1.3338338E-01,+2.6767389E-03
+1.3804111E-01,+2.6664964E-03
+1.3933934E-01,+2.6635618E-03
+1.4488061E-01,+2.6507499E-03
+1.4529529E-01,+2.6497764E-03
+1.5125126E-01,+2.6356606E-03
+1.5205899E-01,+2.6337339E-03
+1.5720721E-01,+2.6214446E-03
+1.5959305E-01,+2.6157652E-03
+1.6316317E-01,+2.6073160E-03
+1.6750038E-01,+2.5971709E-03
+1.6911912E-01,+2.5934272E-03
+1.7507507E-01,+2.5798988E-03
+1.7579949E-01,+2.5782830E-03
+1.8103103E-01,+2.5668263E-03
+1.8450980E-01,+2.5594316E-03
+1.8698698E-01,+2.5542825E-03
+1.9294295E-01,+2.5423218E-03
+1.9365168E-01,+2.5409393E-03
+1.9889890E-01,+2.5309834E-03
+2.0324650E-01,+2.5231154E-03
+2.0485486E-01,+2.5202939E-03
+2.1081081E-01,+2.5102692E-03
+2.1331674E-01,+2.5062519E-03
+2.1676676E-01,+2.5009166E-03
+2.2272272E-01,+2.4922367E-03
+2.2388591E-01,+2.4906197E-03
+2.2867867E-01,+2.4842240E-03
+2.3463464E-01,+2.4768692E-03
+2.3497875E-01,+2.4764640E-03
+2.4059059E-01,+2.4701585E-03
+2.4654655E-01,+2.4640763E-03
+2.4662121E-01,+2.4640039E-03
+2.5250250E-01,+2.4586041E-03
+2.5845847E-01,+2.4537223E-03
+2.5884050E-01,+2.4534287E-03
+2.6441440E-01,+2.4494098E-03
+2.7037036E-01,+2.4456449E-03
+2.7166525E-01,+2.4448968E-03
+2.7632633E-01,+2.4424058E-03
+2.8228229E-01,+2.4396700E-03
+2.8512540E-01,+2.4385350E-03
+2.8823823E-01,+2.4374148E-03
+2.9419419E-01,+2.4356183E-03
+2.9925248E-01,+2.4344365E-03
+3.0015016E-01,+2.4342586E-03
+3.0610612E-01,+2.4333138E-03
+3.1206205E-01,+2.4327629E-03
+3.1407949E-01,+2.4326618E-03
+3.1801802E-01,+2.4325852E-03
+3.2397398E-01,+2.4327608E-03
+3.2964113E-01,+2.4332379E-03
+3.2992992E-01,+2.4332700E-03
+3.3588588E-01,+2.4340940E-03
+3.4184185E-01,+2.4352148E-03
+3.4597382E-01,+2.4361571E-03
+3.4779781E-01,+2.4366144E-03
+3.5375375E-01,+2.4382763E-03
+3.5970971E-01,+2.4401839E-03
+3.6311573E-01,+2.4413792E-03
+3.6566567E-01,+2.4423217E-03
+3.7162161E-01,+2.4446745E-03
+3.7757757E-01,+2.4472277E-03
+3.8110697E-01,+2.4488298E-03
+3.8353354E-01,+2.4499679E-03
+3.8948950E-01,+2.4528815E-03
+3.9544544E-01,+2.4559558E-03
+3.9998963E-01,+2.4584020E-03
+4.0140140E-01,+2.4591789E-03
+4.0735736E-01,+2.4625387E-03
+4.1331330E-01,+2.4660246E-03
+4.1926926E-01,+2.4696256E-03
+4.1980785E-01,+2.4699566E-03
+4.2522523E-01,+2.4733318E-03
+4.3118119E-01,+2.4771336E-03
+4.3713713E-01,+2.4810215E-03
+4.4060802E-01,+2.4833234E-03
+4.4309309E-01,+2.4849868E-03
+4.4904906E-01,+2.4890213E-03
+4.5500502E-01,+2.4931168E-03
+4.6096095E-01,+2.4972658E-03
+4.6243876E-01,+2.4983026E-03
+4.6691692E-01,+2.5014610E-03
+4.7287288E-01,+2.5056957E-03
+4.7882882E-01,+2.5099630E-03
+4.8478478E-01,+2.5142571E-03
+4.8535115E-01,+2.5146666E-03
+4.9074075E-01,+2.5185719E-03
+4.9669671E-01,+2.5229019E-03
+5.0265265E-01,+2.5272416E-03
+5.0860858E-01,+2.5315862E-03
+5.0939876E-01,+2.5321625E-03
+5.1456457E-01,+2.5359306E-03
+5.2052051E-01,+2.5402706E-03
+5.2647650E-01,+2.5446017E-03
+5.3243244E-01,+2.5489202E-03
+5.3463787E-01,+2.5505151E-03
+5.3838837E-01,+2.5532218E-03
+5.4434437E-01,+2.5575033E-03
+5.5030030E-01,+2.5617611E-03
+5.5625623E-01,+2.5659921E-03
+5.6112748E-01,+2.5694303E-03
+5.6221223E-01,+2.5701930E-03
+5.6816816E-01,+2.5743614E-03
+5.7412410E-01,+2.5784944E-03
+5.8008009E-01,+2.5825896E-03
+5.8603603E-01,+2.5866446E-03
+5.8892959E-01,+2.5885995E-03
+5.9199202E-01,+2.5906572E-03
+5.9794796E-01,+2.5946253E-03
+6.0390389E-01,+2.5985474E-03
+6.0985988E-01,+2.6024212E-03
+6.1581582E-01,+2.6062455E-03
+6.1810917E-01,+2.6077044E-03
+6.2177175E-01,+2.6100185E-03
+6.2772775E-01,+2.6137389E-03
+6.3368368E-01,+2.6174055E-03
+6.3963962E-01,+2.6210172E-03
