+5.0000001E-02,+9.9073041E-01,-1.1545998E+02
+5.5950001E-02,+9.8888095E-01,-1.2770337E+02
+6.1900001E-02,+9.8714804E-01,-1.3957632E+02
+6.7850001E-02,+9.8559115E-01,-1.5109170E+02
+7.3799998E-02,+9.8423418E-01,-1.6226758E+02
+7.9750001E-02,+9.8306579E-01,-1.7312511E+02
+8.5699998E-02,+9.8204907E-01,+1.7631360E+02
+9.1650002E-02,+9.8113656E-01,+1.6602675E+02
+9.7599998E-02,+9.8028719E-01,+1.5599335E+02
+1.0355000E-01,+9.7947977E-01,+1.4619329E+02
+1.0950000E-01,+9.7871988E-01,+1.3660665E+02
+1.1545000E-01,+9.7803899E-01,+1.2721308E+02
+1.2140000E-01,+9.7748596E-01,+1.1799106E+02
+1.2735000E-01,+9.7711305E-01,+1.0891759E+02
+1.3330001E-01,+9.7696266E-01,+9.9968079E+01
+1.3925000E-01,+9.7705458E-01,+9.1116768E+01
+1.4520000E-01,+9.7737787E-01,+8.2337120E+01
+1.5115000E-01,+9.7788925E-01,+7.3602565E+01
+1.5710001E-01,+9.7851553E-01,+6.4887049E+01
+1.6305000E-01,+9.7916322E-01,+5.6165447E+01
+1.6900000E-01,+9.7972962E-01,+4.7413764E+01
+1.7495000E-01,+9.8011938E-01,+3.8608909E+01
+1.8089999E-01,+9.8025982E-01,+2.9728139E+01
+1.8685000E-01,+9.8011515E-01,+2.0748011E+01
+1.9280000E-01,+9.7969447E-01,+1.1642922E+01
+1.9875000E-01,+9.7905023E-01,+2.3833625E+00
+2.0469999E-01,+9.7826425E-01,-7.0657739E+00
+2.1065000E-01,+9.7742066E-01,-1.6746421E+01
+2.1660000E-01,+9.7657057E-01,-2.6707632E+01
+2.2255000E-01,+9.7569737E-01,-3.7004522E+01
+2.2849999E-01,+9.7469255E-01,-4.7695821E+01
+2.3445000E-01,+9.7335366E-01,-5.8840199E+01
+2.4040000E-01,+9.7141206E-01,-7.0491876E+01
+2.4635001E-01,+9.6858614E-01,-8.2696059E+01
+2.5229999E-01,+9.6465301E-01,-9.5484988E+01
+2.5825000E-01,+9.5952249E-01,-1.0887369E+02
+2.6420000E-01,+9.5329265E-01,-1.2285708E+02
+2.7015001E-01,+9.4626992E-01,-1.3740640E+02
+2.7610001E-01,+9.3894269E-01,-1.5246658E+02
+2.8205001E-01,+9.3190636E-01,-1.6795460E+02
+2.8799999E-01,+9.2575336E-01,+1.7623993E+02
+2.9394999E-01,+9.2095214E-01,+1.6025081E+02
+2.9990000E-01,+9.1774893E-01,+1.4422734E+02
+3.0585000E-01,+9.1612270E-01,+1.2832342E+02
+3.1180000E-01,+9.1580924E-01,+1.1268548E+02
+3.1775001E-01,+9.1638612E-01,+9.7441893E+01
+3.2370001E-01,+9.1739349E-01,+8.2695295E+01
+3.2965001E-01,+9.1845307E-01,+6.8518473E+01
+3.3559999E-01,+9.1935094E-01,+5.4953181E+01
+3.4154999E-01,+9.2006443E-01,+4.2011029E+01
+3.4750000E-01,+9.2072814E-01,+2.9676001E+01
+3.5345000E-01,+9.2155572E-01,+1.7908494E+01
+3.5940000E-01,+9.2274062E-01,+6.6512997E+00
+3.6535001E-01,+9.2437259E-01,-4.1628313E+00
+3.7130001E-01,+9.2639349E-01,-1.4602762E+01
+3.7724999E-01,+9.2860839E-01,-2.4731340E+01
+3.8319999E-01,+9.3074516E-01,-3.4600198E+01
+3.8914999E-01,+9.3254056E-01,-4.4248053E+01
+3.9510000E-01,+9.3382282E-01,-5.3702565E+01
+4.0105000E-01,+9.3456472E-01,-6.2984980E+01
+4.0700001E-01,+9.3488789E-01,-7.2115550E+01
+4.1295001E-01,+9.3501936E-01,-8.1118859E+01
+4.1890001E-01,+9.3521164E-01,-9.0026546E+01
+4.2484999E-01,+9.3565244E-01,-9.8877215E+01
+4.3079999E-01,+9.3639200E-01,-1.0771357E+02
