+5.0000000E-02,+2.3805190E-01,+3.2107852E+01
+5.5950000E-02,+2.5248916E-01,+2.5998111E+01
+6.1900000E-02,+2.6372514E-01,+2.0083206E+01
+6.7850000E-02,+2.7192162E-01,+1.4355522E+01
+7.3800000E-02,+2.7726444E-01,+8.8044712E+00
+7.9750000E-02,+2.7994741E-01,+3.4180691E+00
+8.5700000E-02,+2.8016296E-01,-1.8157495E+00
+9.1650000E-02,+2.7809850E-01,-6.9082926E+00
+9.7600000E-02,+2.7393575E-01,-1.1869846E+01
+1.0355000E-01,+2.6785086E-01,-1.6709923E+01
+1.0950000E-01,+2.6001353E-01,-2.1437843E+01
+1.1545000E-01,+2.5058437E-01,-2.6063397E+01
+1.2140000E-01,+2.3971111E-01,-3.0597345E+01
+1.2735000E-01,+2.2752467E-01,-3.5051580E+01
+1.3330000E-01,+2.1413640E-01,-3.9438884E+01
+1.3925000E-01,+1.9963734E-01,-4.3772264E+01
+1.4520000E-01,+1.8409982E-01,-4.8063936E+01
+1.5115000E-01,+1.6758119E-01,-5.2323969E+01
+1.5710000E-01,+1.5012889E-01,-5.6558463E+01
+1.6305000E-01,+1.3178622E-01,-6.0766795E+01
+1.6900000E-01,+1.1259768E-01,-6.4936582E+01
+1.7495000E-01,+9.2613275E-02,-6.9032241E+01
+1.8090000E-01,+7.1891467E-02,-7.2962777E+01
+1.8685000E-01,+5.0501860E-02,-7.6463221E+01
+1.9280000E-01,+2.8540554E-02,-7.8410168E+01
+1.9875000E-01,+6.5310688E-03,-6.1812954E+01
+2.0470000E-01,+1.7510686E-02,+7.6401192E+01
+2.1065000E-01,+4.0845123E-02,+7.7216491E+01
+2.1660000E-01,+6.4641627E-02,+7.3813887E+01
+2.2255000E-01,+8.8727138E-02,+6.9419648E+01
+2.2850000E-01,+1.1295660E-01,+6.4519187E+01
+2.3445000E-01,+1.3712314E-01,+5.9236691E+01
+2.4040000E-01,+1.6092549E-01,+5.3607554E+01
+2.4635000E-01,+1.8394982E-01,+4.7642926E+01
+2.5230000E-01,+2.0566766E-01,+4.1351519E+01
+2.5825000E-01,+2.2545289E-01,+3.4748227E+01
+2.6420000E-01,+2.4261740E-01,+2.7857293E+01
+2.7015000E-01,+2.5646219E-01,+2.0712810E+01
+2.7610000E-01,+2.6633767E-01,+1.3357934E+01
+2.8205000E-01,+2.7170566E-01,+5.8435872E+00
+2.8800000E-01,+2.7219517E-01,-1.7728840E+00
+2.9395000E-01,+2.6764479E-01,-9.4288584E+00
+2.9990000E-01,+2.5812595E-01,-1.7057296E+01
+3.0585000E-01,+2.4394371E-01,-2.4587243E+01
+3.1180000E-01,+2.2561405E-01,-3.1943847E+01
+3.1775000E-01,+2.0381968E-01,-3.9047479E+01
+3.2370000E-01,+1.7934921E-01,-4.5810754E+01
+3.2965000E-01,+1.5302713E-01,-5.2130254E+01
+3.3560000E-01,+1.2564475E-01,-5.7863922E+01
+3.4155000E-01,+9.7904790E-02,-6.2765651E+01
+3.4750000E-01,+7.0400010E-02,-6.6265637E+01
+3.5345000E-01,+4.3692816E-02,-6.6478361E+01
+3.5940000E-01,+1.9178011E-02,-5.1967878E+01
+3.6535000E-01,+1.4557989E-02,+4.0724210E+01
+3.7130000E-01,+3.6129657E-02,+6.6137554E+01
+3.7725000E-01,+5.9235009E-02,+6.8095519E+01
+3.8320000E-01,+8.1734354E-02,+6.6176134E+01
+3.8915000E-01,+1.0330720E-01,+6.3014769E+01
+3.9510000E-01,+1.2380720E-01,+5.9328666E+01
+4.0105000E-01,+1.4313579E-01,+5.5394972E+01
+4.0700000E-01,+1.6123224E-01,+5.1344308E+01
+4.1295000E-01,+1.7807482E-01,+4.7242715E+01
+4.1890000E-01,+1.9367290E-01,+4.3119904E+01
+4.2485000E-01,+2.0804756E-01,+3.8981965E+01
+4.3080000E-01,+2.2120599E-01,+3.4819992E+01
+4.3675000E-01,+2.3311911E-01,+3.0617855E+01
+4.4270000E-01,+2.4371046E-01,+2.6359247E+01
+4.4865000E-01,+2.5286092E-01,+2.2032987E+01
+4.5460000E-01,+2.6042712E-01,+1.7635616E+01
+4.6055000E-01,+2.6626669E-01,+1.3171006E+01
+4.6650000E-01,+2.7026111E-01,+8.6475072E+00
+4.7245000E-01,+2.7232788E-01,+4.0737081E+00
+4.7840000E-01,+2.7241787E-01,-5.4583430E-01
+4.8435000E-01,+2.7049845E-01,-5.2136257E+00
+4.9030000E-01,+2.6652830E-01,-9.9400396E+00
+4.9625000E-01,+2.6043265E-01,-1.4741421E+01
+5.0220000E-01,+2.5208831E-01,-1.9635603E+01
+5.0815000E-01,+2.4132483E-01,-2.4635418E+01
+5.1410000E-01,+2.2794372E-01,-2.9740801E+01
+5.2005000E-01,+2.1175254E-01,-3.4929323E+01
+5.2600000E-01,+1.9260758E-01,-4.0143020E+01
+5.3195000E-01,+1.7045902E-01,-4.5264922E+01
+5.3790000E-01,+1.4539675E-01,-5.0066968E+01
+5.4385000E-01,+1.1770772E-01,-5.4072790E+01
+5.4980000E-01,+8.8001145E-02,-5.6121862E+01
+5.5575000E-01,+5.7709910E-02,-5.2578602E+01
+5.6170000E-01,+3.2417135E-02,-2.8218358E+01
+5.6765000E-01,+3.4537538E-02,+2.8110523E+01
+5.7360000E-01,+6.1980196E-02,+4.8607671E+01
+5.7955000E-01,+9.4066028E-02,+5.0738645E+01
+5.8550000E-01,+1.2580884E-01,+4.7674165E+01
+5.9145000E-01,+1.5552097E-01,+4.2622407E+01
+5.9740000E-01,+1.8217139E-01,+3.6659818E+01
+6.0335000E-01,+2.0501294E-01,+3.0262583E+01
+6.0930000E-01,+2.2352883E-01,+2.3691669E+01
+6.1525000E-01,+2.3743927E-01,+1.7116649E+01
+6.2120000E-01,+2.4671237E-01,+1.0661858E+01
+6.2715000E-01,+2.5155973E-01,+4.4238939E+00
+6.3310000E-01,+2.5240788E-01,-1.5236016E+00
+6.3905000E-01,+2.4984176E-01,-7.1315765E+00
+6.4500000E-01,+2.4452311E-01,-1.2379867E+01
+6.5095000E-01,+2.3709361E-01,-1.7280632E+01
+6.5690000E-01,+2.2808124E-01,-2.1877149E+01
+6.6285000E-01,+2.1783247E-01,-2.6235014E+01
+6.6880000E-01,+2.0649091E-01,-3.0425383E+01
+6.7475000E-01,+1.9402990E-01,-3.4503302E+01
+6.8070000E-01,+1.8032864E-01,-3.8486109E+01
+6.8665000E-01,+1.6526722E-01,-4.2335294E+01
+6.9260000E-01,+1.4881250E-01,-4.5940531E+01
+6.9855000E-01,+1.3107622E-01,-4.9097795E+01
+7.0450000E-01,+1.1234331E-01,-5.1463551E+01
+7.1045000E-01,+9.3090482E-02,-5.2445649E+01
+7.1640000E-01,+7.4053376E-02,-5.0938928E+01
