-1.8000000E+02,-1.8621268E+01
-1.7900000E+02,-1.8659754E+01
-1.7800000E+02,-1.8712893E+01
-1.7700000E+02,-1.8780860E+01
-1.7600000E+02,-1.8863867E+01
-1.7500000E+02,-1.8962164E+01
-1.7400000E+02,-1.9076046E+01
-1.7300000E+02,-1.9205859E+01
-1.7200000E+02,-1.9352000E+01
-1.7100000E+02,-1.9514924E+01
-1.7000000E+02,-1.9695151E+01
-1.6900000E+02,-1.9893272E+01
-1.6800000E+02,-2.0109955E+01
-1.6700000E+02,-2.0345954E+01
-1.6600000E+02,-2.0602119E+01
-1.6500000E+02,-2.0879403E+01
-1.6400000E+02,-2.1178877E+01
-1.6300000E+02,-2.1501740E+01
-1.6200000E+02,-2.1849352E+01
-1.6100000E+02,-2.2223144E+01
-1.6000000E+02,-2.2624776E+01
-1.5900000E+02,-2.3056025E+01
-1.5800000E+02,-2.3518792E+01
-1.5700000E+02,-2.4015045E+01
-1.5600000E+02,-2.4546709E+01
-1.5500000E+02,-2.5115464E+01
-1.5400000E+02,-2.5722375E+01
-1.5300000E+02,-2.6367251E+01
-1.5200000E+02,-2.7047559E+01
-1.5100000E+02,-2.7756619E+01
-1.5000000E+02,-2.8480800E+01
-1.4900000E+02,-2.9195517E+01
-1.4800000E+02,-2.9860668E+01
-1.4700000E+02,-3.0420515E+01
-1.4600000E+02,-3.0799756E+01
-1.4500000E+02,-3.0933877E+01
-1.4400000E+02,-3.0789275E+01
-1.4300000E+02,-3.0382381E+01
-1.4200000E+02,-2.9770916E+01
-1.4100000E+02,-2.9026936E+01
-1.4000000E+02,-2.8214165E+01
-1.3900000E+02,-2.7378759E+01
-1.3800000E+02,-2.6550015E+01
-1.3700000E+02,-2.5744704E+01
-1.3600000E+02,-2.4971404E+01
-1.3500000E+02,-2.4233731E+01
-1.3400000E+02,-2.3532456E+01
-1.3300000E+02,-2.2866809E+01
-1.3200000E+02,-2.2236074E+01
-1.3100000E+02,-2.1636954E+01
-1.3000000E+02,-2.1068155E+01
-1.2900000E+02,-2.0527807E+01
-1.2800000E+02,-2.0014164E+01
-1.2700000E+02,-1.9525634E+01
-1.2600000E+02,-1.9060780E+01
-1.2500000E+02,-1.8618320E+01
-1.2400000E+02,-1.8197111E+01
-1.2300000E+02,-1.7796133E+01
-1.2200000E+02,-1.7414477E+01
-1.2100000E+02,-1.7051323E+01
-1.2000000E+02,-1.6706480E+01
-1.1900000E+02,-1.6378345E+01
-1.1800000E+02,-1.6066722E+01
-1.1700000E+02,-1.5771087E+01
